t2t_gene_id,symbol,description,lift_t2t_chr,t2t_gene_start,t2t_gene_end,association_count,unique_lead_snps,datasets,traits,models,minimum_p,maf05_associations,lead_snps_inside_gene,minimum_distance_to_lead_bp,evidence_score
Seita.5G204600,ELF3-2,XP_004969003.1 protein HEADING DATE 3B isoform X1 [Setaria italica],Chr5,28976740,28983029,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,18395,3
Seita.5G204700,--,RCV25937.1 hypothetical protein SETIT_5G204700v2 [Setaria italica],Chr5,28986665,28987836,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,28320,3
Seita.5G204800,At2g45070,XP_034592529.1 protein transport protein Sec61 subunit beta-like [Setaria viridis],Chr5,28990853,28992547,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,32508,3
Seita.5G204900,At5g01610,XP_034592528.1 uncharacterized protein At5g01610-like [Setaria viridis],Chr5,28999589,28999954,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,41244,3
Seita.5G205000,--,RCV25940.1 hypothetical protein SETIT_5G205000v2 [Setaria italica],Chr5,29003291,29003952,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,44946,3
Seita.5G205100,--,XP_034593666.1 uncharacterized protein LOC117855424 [Setaria viridis],Chr5,29006641,29008049,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,48296,3
Seita.5G205200,--,RCV25942.1 hypothetical protein SETIT_5G205200v2 [Setaria italica],Chr5,29009464,29010253,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,51119,3
Seita.5G205300,F46B6.12,XP_004969009.1 UPF0587 protein C1orf123 homolog [Setaria italica],Chr5,29011004,29015026,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,52659,3
Seita.5G518500,--,XP_034592517.1 uncharacterized protein LOC117854440 [Setaria viridis],Chr5,29015560,29016378,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,57215,3
Seita.5G205400,VTI13,XP_004969011.1 vesicle transport v-SNARE 13 [Setaria italica],Chr5,29018134,29021633,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,59789,3
Seita.5G205500,ILL1,XP_004969012.1 IAA-amino acid hydrolase ILR1-like 1 [Setaria italica],Chr5,29024829,29028642,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,66484,3
Seita.5G205600,CRK15,XP_022682417.1 cysteine-rich receptor-like protein kinase 25 [Setaria italica],Chr5,29032573,29039107,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,74228,3
Seita.5G205700,CKL1,XP_004969013.1 casein kinase I [Setaria italica],Chr5,29041419,29046359,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,83074,3
Seita.5G205800,--,RCV25949.1 hypothetical protein SETIT_5G205800v2 [Setaria italica],Chr5,29053873,29054670,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,95528,3
Seita.6G101000,--,XP_004973132.1 nuclear nucleic acid-binding protein C1D [Setaria italica],Chr6,12388523,12392444,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,29547,3
Seita.7G382000,--,RLN08232.1 hypothetical protein C2845_PM11G00090 [Panicum miliaceum],Chr7,26388146,26390111,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,4759,3
Seita.4G151600,SLD5,RCV21609.1 hypothetical protein SETIT_4G151600v2 [Setaria italica],Chr4,19956095,19961755,1,1,2024_N120,number_of_tillers,MLM,3.41489993702308e-08,0,0,7981,3
Seita.3G164200,RTE1,XP_004961368.1 protein REVERSION-TO-ETHYLENE SENSITIVITY1 [Setaria italica],Chr3,11991750,11995113,1,1,2024_N120,number_of_tillers,BLINK,3.44282954680653e-08,0,0,2954,3
Seita.5G284100,--,XP_004969650.1 G patch domain-containing protein TGH isoform X1 [Setaria italica],Chr5,36953890,36959584,1,1,2024_N40,number_of_tillers,MLM,3.5516227160217e-08,0,0,16111,3
Seita.5G537800,Os05g0239150,XP_012702039.1 zinc finger BED domain-containing protein RICESLEEPER 1 isoform X2 [Setaria italica],Chr5,36959885,36965023,1,1,2024_N40,number_of_tillers,MLM,3.5516227160217e-08,0,0,10672,3
Seita.5G537900,--,-,Chr5,36980069,36980437,1,1,2024_N40,number_of_tillers,MLM,3.5516227160217e-08,0,0,4374,3
Seita.5G284200,--,RCV26920.1 hypothetical protein SETIT_5G284200v2 [Setaria italica],Chr5,36984350,36986958,1,1,2024_N40,number_of_tillers,MLM,3.5516227160217e-08,0,0,8655,3
Seita.5G538000,MAPKKK17,XP_004972118.1 mitogen-activated protein kinase kinase kinase 18 [Setaria italica],Chr5,36984450,36986092,1,1,2024_N40,number_of_tillers,MLM,3.5516227160217e-08,0,0,8755,3
Seita.5G284300,MAPKKK17,XP_004972119.1 mitogen-activated protein kinase kinase kinase 18 [Setaria italica],Chr5,36995006,36996582,1,1,2024_N40,number_of_tillers,MLM,3.5516227160217e-08,0,0,19311,3
Seita.5G284400,MAPKKK17,XP_004972120.1 mitogen-activated protein kinase kinase kinase 18 [Setaria italica],Chr5,37007758,37010019,1,1,2024_N40,number_of_tillers,MLM,3.5516227160217e-08,0,0,32063,3
Seita.1G318100,CSLA6,XP_004953872.2 probable mannan synthase 6 [Setaria italica],Chr1,40457155,40461667,1,1,2024_N120,protein_pct,FarmCPU,3.72220889642852e-08,0,0,402,3
Seita.7G041600,--,XP_004975205.1 uncharacterized protein LOC101752913 [Setaria italica],Chr7,13751327,13759352,1,1,2024_N120,number_of_tillers,MLM,3.74406753253041e-08,0,0,69635,3
Seita.7G348200,--,TKW28815.1 hypothetical protein SEVIR_3G352950v2 [Setaria viridis],Chr7,13803423,13806518,1,1,2024_N120,number_of_tillers,MLM,3.74406753253041e-08,0,0,22469,3
Seita.7G041700,--,RCV32919.1 hypothetical protein SETIT_7G041700v2 [Setaria italica],Chr7,13836025,13839801,1,1,2024_N120,number_of_tillers,MLM,3.74406753253041e-08,0,0,7038,3
Seita.7G041800,--,RCV32921.1 hypothetical protein SETIT_7G041800v2 [Setaria italica],Chr7,13840335,13842557,1,1,2024_N120,number_of_tillers,MLM,3.74406753253041e-08,0,0,11348,3
Seita.7G041900,--,XP_004975207.1 proteoglycan 4 [Setaria italica],Chr7,13844218,13847223,1,1,2024_N120,number_of_tillers,MLM,3.74406753253041e-08,0,0,15231,3
Seita.7G042000,FDM1,RCV32924.1 hypothetical protein SETIT_7G042000v2 [Setaria italica],Chr7,13873051,13878079,1,1,2024_N120,number_of_tillers,MLM,3.74406753253041e-08,0,0,44064,3
Seita.7G042100,Gtf3c5,XP_004975210.1 general transcription factor 3C polypeptide 5 [Setaria italica],Chr7,13884941,13896843,1,1,2024_N120,number_of_tillers,MLM,3.74406753253041e-08,0,0,55954,3
Seita.1G415900,--,AAL75984.1 putative prpol [Zea mays],Chr1,16271473,16273350,1,1,2024_N40,number_of_tillers,MLM,4.00216028180729e-08,0,0,10775,3
Seita.6G088200,ZRP4,XP_004973018.1 O-methyltransferase ZRP4 [Setaria italica],Chr6,8164925,8166470,1,1,2024_N120,number_of_tillers,MLM,4.11459421045932e-08,0,0,142781,3
Seita.6G088300,--,XP_012702412.1 uncharacterized protein LOC101754244 isoform X1 [Setaria italica],Chr6,8185765,8188820,1,1,2024_N120,number_of_tillers,MLM,4.11459421045932e-08,0,0,120431,3
Seita.6G088400,--,XP_004973016.1 molybdate-anion transporter [Setaria italica],Chr6,8190619,8194988,1,1,2024_N120,number_of_tillers,MLM,4.11459421045932e-08,0,0,114263,3
Seita.6G088600,--,RCV30365.1 hypothetical protein SETIT_6G088600v2 [Setaria italica],Chr6,8195717,8201874,1,1,2024_N120,number_of_tillers,MLM,4.11459421045932e-08,0,0,107377,3
Seita.6G088500,--,RCV30364.1 hypothetical protein SETIT_6G088500v2 [Setaria italica],Chr6,8196063,8198816,1,1,2024_N120,number_of_tillers,MLM,4.11459421045932e-08,0,0,110435,3
Seita.6G088700,--,RCV30367.1 hypothetical protein SETIT_6G088700v2 [Setaria italica],Chr6,8202973,8203290,1,1,2024_N120,number_of_tillers,MLM,4.11459421045932e-08,0,0,105961,3
Seita.6G088800,D27,"XP_012702109.1 beta-carotene isomerase D27, chloroplastic [Setaria italica]",Chr6,8214799,8216674,1,1,2024_N120,number_of_tillers,MLM,4.11459421045932e-08,0,0,92577,3
Seita.6G088900,SCT,RCV30369.1 hypothetical protein SETIT_6G088900v2 [Setaria italica],Chr6,8230591,8232476,1,1,2024_N120,number_of_tillers,MLM,4.11459421045932e-08,0,0,76775,3
Seita.6G089000,--,RCV30370.1 hypothetical protein SETIT_6G089000v2 [Setaria italica],Chr6,8238361,8238984,1,1,2024_N120,number_of_tillers,MLM,4.11459421045932e-08,0,0,70267,3
Seita.6G089200,--,RCV30372.1 hypothetical protein SETIT_6G089200v2 [Setaria italica],Chr6,8246781,8248141,1,1,2024_N120,number_of_tillers,MLM,4.11459421045932e-08,0,0,61110,3
Seita.6G089300,NAC035,XP_004973013.1 NAC domain-containing protein 35 [Setaria italica],Chr6,8249867,8253831,1,1,2024_N120,number_of_tillers,MLM,4.11459421045932e-08,0,0,55420,3
Seita.6G089400,CLSC5,XP_004973028.1 uncharacterized protein LOC101758976 [Setaria italica],Chr6,8268109,8270318,1,1,2024_N120,number_of_tillers,MLM,4.11459421045932e-08,0,0,38933,3
Seita.6G267400,--,-,Chr6,8269974,8271034,1,1,2024_N120,number_of_tillers,MLM,4.11459421045932e-08,0,0,38217,3
Seita.6G089500,CYP88A1,XP_004973029.1 cytochrome P450 88A1 [Setaria italica],Chr6,8269982,8275326,1,1,2024_N120,number_of_tillers,MLM,4.11459421045932e-08,0,0,33925,3
Seita.6G089600,--,RCV30376.1 hypothetical protein SETIT_6G089600v2 [Setaria italica],Chr6,8283232,8287563,1,1,2024_N120,number_of_tillers,MLM,4.11459421045932e-08,0,0,21688,3
Seita.6G089700,CLSC5,RCV30377.1 hypothetical protein SETIT_6G089700v2 [Setaria italica],Chr6,8288063,8289469,1,1,2024_N120,number_of_tillers,MLM,4.11459421045932e-08,0,0,19782,3
Seita.6G089800,CHIP,XP_004973030.1 E3 ubiquitin-protein ligase CHIP isoform X2 [Setaria italica],Chr6,8290082,8295715,1,1,2024_N120,number_of_tillers,MLM,4.11459421045932e-08,0,0,13536,3
Seita.6G089900,Sart3,XP_004973031.1 squamous cell carcinoma antigen recognized by T-cells 3 [Setaria italica],Chr6,8296592,8304606,1,1,2024_N120,number_of_tillers,MLM,4.11459421045932e-08,0,0,4645,3
Seita.6G090000,FRK2,XP_004973033.1 fructokinase-2 [Setaria italica],Chr6,8304902,8307953,1,1,2024_N120,number_of_tillers,MLM,4.11459421045932e-08,0,0,1298,3
Seita.6G090100,PER47,XP_004973034.1 peroxidase 47 [Setaria italica],Chr6,8319809,8321347,1,1,2024_N120,number_of_tillers,MLM,4.11459421045932e-08,0,0,10558,3
Seita.6G267500,--,TKV92308.1 hypothetical protein SEVIR_9G155600v2 [Setaria viridis],Chr6,8325247,8326341,1,1,2024_N120,number_of_tillers,MLM,4.11459421045932e-08,0,0,15996,3
Seita.6G090200,At1g71691,RCV30384.1 hypothetical protein SETIT_6G090200v2 [Setaria italica],Chr6,8330760,8337534,1,1,2024_N120,number_of_tillers,MLM,4.11459421045932e-08,0,0,21509,3
Seita.6G090300,xpr1,RCV30385.1 hypothetical protein SETIT_6G090300v2 [Setaria italica],Chr6,8338400,8341162,1,1,2024_N120,number_of_tillers,MLM,4.11459421045932e-08,0,0,29149,3
Seita.6G090400,ACT-2,XP_004973036.1 agmatine coumaroyltransferase-2 [Setaria italica],Chr6,8341614,8343352,1,1,2024_N120,number_of_tillers,MLM,4.11459421045932e-08,0,0,32363,3
Seita.8G108000,ZAR1,XP_004979190.1 receptor protein kinase-like protein ZAR1 [Setaria italica],Chr8,16824755,16840281,1,1,2024_N120,number_of_tillers,MLM,4.34591794648809e-08,0,0,3758,3
Seita.1G184400,AZI1,RCV06702.1 hypothetical protein SETIT_1G184400v2 [Setaria italica],Chr1,29068792,29070004,1,1,2023,pedicel_length_cm,MLM,4.79401412104381e-08,0,0,5790,3
Seita.1G184500,NHL1,XP_004952672.1 NDR1/HIN1-like protein 1 [Setaria italica],Chr1,29080411,29081558,1,1,2023,pedicel_length_cm,MLM,4.79401412104381e-08,0,0,17409,3
Seita.7G340300,--,XP_034588676.1 uncharacterized protein LOC117850899 [Setaria viridis],Chr7,9374238,9376120,1,1,2023,pedicel_length_cm,MLM,4.79401412104381e-08,0,0,39604,3
Seita.7G340400,--,KAF8725758.1 hypothetical protein HU200_020310 [Digitaria exilis],Chr7,9388397,9389968,1,1,2023,pedicel_length_cm,MLM,4.79401412104381e-08,0,0,53763,3
Seita.7G261400,PPH,"XP_004977026.1 pheophytinase, chloroplastic [Setaria italica]",Chr7,32846921,32852049,1,1,2023,pedicel_length_cm,MLM,4.79401412104381e-08,0,0,31212,3
Seita.7G261500,--,RCV35707.1 hypothetical protein SETIT_7G261500v2 [Setaria italica],Chr7,32851770,32852472,1,1,2023,pedicel_length_cm,MLM,4.79401412104381e-08,0,0,30789,3
Seita.7G261600,YML018C,XP_004977028.1 uncharacterized vacuolar membrane protein YML018C [Setaria italica],Chr7,32852711,32856858,1,1,2023,pedicel_length_cm,MLM,4.79401412104381e-08,0,0,26403,3
Seita.7G402900,--,-,Chr7,32857205,32857891,1,1,2023,pedicel_length_cm,MLM,4.79401412104381e-08,0,0,25370,3
Seita.7G261800,--,RCV35711.1 hypothetical protein SETIT_7G261800v2 [Setaria italica],Chr7,32872480,32873014,1,1,2023,pedicel_length_cm,MLM,4.79401412104381e-08,0,0,10247,3
Seita.7G262000,--,RCV35713.1 hypothetical protein SETIT_7G262000v2 [Setaria italica],Chr7,32877691,32878390,1,1,2023,pedicel_length_cm,MLM,4.79401412104381e-08,0,0,4871,3
Seita.7G262100,GLPK,XP_004977029.1 glycerol kinase [Setaria italica],Chr7,32878950,32882899,1,1,2023,pedicel_length_cm,MLM,4.79401412104381e-08,0,0,362,3
Seita.7G262200,--,RCV35715.1 hypothetical protein SETIT_7G262200v2 [Setaria italica],Chr7,32885065,32887813,1,1,2023,pedicel_length_cm,MLM,4.79401412104381e-08,0,0,1804,3
Seita.7G262300,--,RCV35716.1 hypothetical protein SETIT_7G262300v2 [Setaria italica],Chr7,32891447,32898231,1,1,2023,pedicel_length_cm,MLM,4.79401412104381e-08,0,0,8186,3
Seita.7G403000,--,TKW31864.1 hypothetical protein SEVIR_2G133800v2 [Setaria viridis],Chr7,32894983,32896422,1,1,2023,pedicel_length_cm,MLM,4.79401412104381e-08,0,0,11722,3
Seita.7G262400,BRIZ1,XP_004977031.1 BRCA1-associated protein [Setaria italica],Chr7,32897117,32902914,1,1,2023,pedicel_length_cm,MLM,4.79401412104381e-08,0,0,13856,3
Seita.7G403100,--,-,Chr7,32904479,32905487,1,1,2023,pedicel_length_cm,MLM,4.79401412104381e-08,0,0,21218,3
Seita.7G262500,--,XP_034605047.1 uncharacterized protein LOC117865074 [Setaria viridis],Chr7,32904492,32905554,1,1,2023,pedicel_length_cm,MLM,4.79401412104381e-08,0,0,21231,3
Seita.7G262600,EME1,XP_004977033.1 crossover junction endonuclease EME1 [Setaria italica],Chr7,32908607,32914083,1,1,2023,pedicel_length_cm,MLM,4.79401412104381e-08,0,0,25346,3
Seita.9G392200,NPSN13,XP_004984272.1 novel plant SNARE 13 [Setaria italica],Chr9,47354855,47360951,1,1,2024_N40,number_of_tillers,MLM,5.28009531570994e-08,0,0,18022,3
Seita.9G392300,PCMP-E34,"XP_004986965.1 pentatricopeptide repeat-containing protein At1g28690, mitochondrial [Setaria italica]",Chr9,47359428,47360981,1,1,2024_N40,number_of_tillers,MLM,5.28009531570994e-08,0,0,17992,3
Seita.9G392400,SSL10,XP_004986966.1 protein STRICTOSIDINE SYNTHASE-LIKE 10 [Setaria italica],Chr9,47372046,47373074,1,1,2024_N40,number_of_tillers,MLM,5.28009531570994e-08,0,0,5899,3
Seita.9G392500,CYP89A9,XP_004984273.1 cytochrome P450 89A2 [Setaria italica],Chr9,47376545,47378279,1,1,2024_N40,number_of_tillers,MLM,5.28009531570994e-08,0,0,694,3
Seita.9G392600,NAC047,RCV44659.1 hypothetical protein SETIT_9G392600v2 [Setaria italica],Chr9,47381678,47383331,1,1,2024_N40,number_of_tillers,MLM,5.28009531570994e-08,0,0,2705,3
Seita.9G392700,PER2,XP_004984274.1 peroxidase 2 [Setaria italica],Chr9,47383613,47384962,1,1,2024_N40,number_of_tillers,MLM,5.28009531570994e-08,0,0,4640,3
Seita.9G392800,PER2,XP_004984275.1 peroxidase 2 [Setaria italica],Chr9,47399285,47400887,1,1,2024_N40,number_of_tillers,MLM,5.28009531570994e-08,0,0,20312,3
Seita.7G068900,DRP3A,RCV33256.1 hypothetical protein SETIT_7G068900v2 [Setaria italica],Chr7,18362090,18373290,1,1,2023,dtf,BLINK,5.73947763578339e-08,0,0,164758,3
Seita.7G069000,FT,XP_004977935.1 protein FLOWERING LOCUS T [Setaria italica],Chr7,18387111,18389888,1,1,2023,dtf,BLINK,5.73947763578339e-08,0,0,189779,3
Seita.7G359200,--,TKV94388.1 hypothetical protein SEVIR_9G291000v2 [Setaria viridis],Chr7,18393780,18406994,1,1,2023,dtf,BLINK,5.73947763578339e-08,0,0,196448,3
Seita.7G069100,--,XP_004975375.1 uncharacterized protein LOC101756967 isoform X1 [Setaria italica],Chr7,18411288,18415951,1,1,2023,dtf,BLINK,5.73947763578339e-08,0,0,213956,3
Seita.7G069200,Os01g0679700,NP_001147066.1 60S ribosomal protein L37a isoform 2 [Zea mays],Chr7,18416048,18418327,1,1,2023,dtf,BLINK,5.73947763578339e-08,0,0,218716,3
Seita.7G069300,--,RCV33260.1 hypothetical protein SETIT_7G069300v2 [Setaria italica],Chr7,18429894,18430568,1,1,2023,dtf,BLINK,5.73947763578339e-08,0,0,232562,3
Seita.7G069400,--,RCV33261.1 hypothetical protein SETIT_7G069400v2 [Setaria italica],Chr7,18436776,18437486,1,1,2023,dtf,BLINK,5.73947763578339e-08,0,0,239444,3
Seita.7G042200,--,RCV32926.1 hypothetical protein SETIT_7G042200v2 [Setaria italica],Chr7,14004265,14006681,1,1,2024_N120,number_of_tillers,MLM,5.80502984063689e-08,0,0,833,3
Seita.7G348300,Os11g0285000,XP_022684078.1 achilleol B synthase isoform X2 [Setaria italica],Chr7,14009362,14015817,1,1,2024_N120,number_of_tillers,MLM,5.80502984063689e-08,0,0,1848,3
Seita.7G042300,Os11g0285000,XP_004975212.1 achilleol B synthase isoform X1 [Setaria italica],Chr7,14014828,14037799,1,1,2024_N120,number_of_tillers,MLM,5.80502984063689e-08,0,0,7314,3
Seita.7G042400,KIN14F,RCV32928.1 hypothetical protein SETIT_7G042400v2 [Setaria italica],Chr7,14039958,14040713,1,1,2024_N120,number_of_tillers,MLM,5.80502984063689e-08,0,0,32444,3
Seita.7G348400,--,-,Chr7,14040769,14042061,1,1,2024_N120,number_of_tillers,MLM,5.80502984063689e-08,0,0,33255,3
Seita.7G038800,At3g26922,XP_004977827.3 FBD-associated F-box protein At5g56370 [Setaria italica],Chr7,13052789,13054942,1,1,2024_N120,number_of_tillers,MLM,5.85946666647581e-08,0,0,105312,3
Seita.7G038900,At1g78760,XP_022684448.1 putative F-box/FBD/LRR-repeat protein At1g78760 [Setaria italica],Chr7,13058860,13061101,1,1,2024_N120,number_of_tillers,MLM,5.85946666647581e-08,0,0,99153,3
Seita.7G039000,At3g26922,RCV32885.1 hypothetical protein SETIT_7G039000v2 [Setaria italica],Chr7,13067644,13070150,1,1,2024_N120,number_of_tillers,MLM,5.85946666647581e-08,0,0,90104,3
Seita.7G039100,CP29B,RCV32886.1 hypothetical protein SETIT_7G039100v2 [Setaria italica],Chr7,13071470,13073065,1,1,2024_N120,number_of_tillers,MLM,5.85946666647581e-08,0,0,87189,3
Seita.7G347000,--,-,Chr7,13089767,13090209,1,1,2024_N120,number_of_tillers,MLM,5.85946666647581e-08,0,0,70045,3
Seita.7G039200,At3g26922,XP_004975194.1 F-box/LRR-repeat protein 13 [Setaria italica],Chr7,13093668,13095826,1,1,2024_N120,number_of_tillers,MLM,5.85946666647581e-08,0,0,64428,3
Seita.7G039300,--,RCV32888.1 hypothetical protein SETIT_7G039300v2 [Setaria italica],Chr7,13098762,13099805,1,1,2024_N120,number_of_tillers,MLM,5.85946666647581e-08,0,0,60449,3
Seita.7G039400,At3g26922,XP_004977831.1 probable FBD-associated F-box protein At1g32375 [Setaria italica],Chr7,13101543,13103681,1,1,2024_N120,number_of_tillers,MLM,5.85946666647581e-08,0,0,56573,3
Seita.7G039500,--,RCV32890.1 hypothetical protein SETIT_7G039500v2 [Setaria italica],Chr7,13121357,13122026,1,1,2024_N120,number_of_tillers,MLM,5.85946666647581e-08,0,0,38228,3
Seita.7G347100,--,XP_034570480.1 uncharacterized protein LOC117835216 [Setaria viridis],Chr7,13130892,13133904,1,1,2024_N120,number_of_tillers,MLM,5.85946666647581e-08,0,0,26350,3
Seita.7G039700,ABCC4,XP_004975192.1 ABC transporter C family member 4 isoform X1 [Setaria italica],Chr7,13141738,13150520,1,1,2024_N120,number_of_tillers,MLM,5.85946666647581e-08,0,0,9734,3
Seita.7G039800,--,RCV32893.1 hypothetical protein SETIT_7G039800v2 [Setaria italica],Chr7,13154706,13158928,1,1,2024_N120,number_of_tillers,MLM,5.85946666647581e-08,0,0,1326,3
Seita.7G347200,--,XP_034604613.1 uncharacterized protein LOC117864595 [Setaria viridis],Chr7,13163232,13163705,1,1,2024_N120,number_of_tillers,MLM,5.85946666647581e-08,0,0,2978,3
Seita.7G039900,ABCC4,XP_004977836.1 ABC transporter C family member 4 [Setaria italica],Chr7,13183738,13191750,1,1,2024_N120,number_of_tillers,MLM,5.85946666647581e-08,0,0,23484,3
Seita.7G040000,--,XP_004975190.1 uncharacterized protein LOC101780865 isoform X1 [Setaria italica],Chr7,13207132,13226939,1,1,2024_N120,number_of_tillers,MLM,5.85946666647581e-08,0,0,46878,3
Seita.7G040100,--,RCV32902.1 hypothetical protein SETIT_7G040100v2 [Setaria italica],Chr7,13229818,13230808,1,1,2024_N120,number_of_tillers,MLM,5.85946666647581e-08,0,0,69564,3
Seita.7G347300,ABCC4,OEL20416.1 ABC transporter C family member 4 [Dichanthelium oligosanthes],Chr7,13292155,13292760,1,1,2024_N120,number_of_tillers,MLM,5.85946666647581e-08,0,0,131901,3
Seita.7G040200,ABCC4,XP_004977838.2 ABC transporter C family member 4 [Setaria italica],Chr7,13308364,13316795,1,1,2024_N120,number_of_tillers,MLM,5.85946666647581e-08,0,0,148110,3
Seita.7G040300,--,RCV32904.1 hypothetical protein SETIT_7G040300v2 [Setaria italica],Chr7,13327992,13328702,1,1,2024_N120,number_of_tillers,MLM,5.85946666647581e-08,0,0,167738,3
Seita.7G040400,Os11g0544500,"XP_004975197.1 GDT1-like protein 2, chloroplastic isoform X2 [Setaria italica]",Chr7,13340298,13349588,1,1,2024_N120,number_of_tillers,MLM,5.85946666647581e-08,0,0,180044,3
Seita.7G040500,--,RCV32907.1 hypothetical protein SETIT_7G040500v2 [Setaria italica],Chr7,13346805,13347296,1,1,2024_N120,number_of_tillers,MLM,5.85946666647581e-08,0,0,186551,3
Seita.7G347400,--,XP_022683968.1 uncharacterized protein LOC111257900 [Setaria italica],Chr7,13370097,13371131,1,1,2024_N120,number_of_tillers,MLM,5.85946666647581e-08,0,0,209843,3
Seita.7G347500,--,TKW33206.1 hypothetical protein SEVIR_2G217500v2 [Setaria viridis],Chr7,13374952,13376397,1,1,2024_N120,number_of_tillers,MLM,5.85946666647581e-08,0,0,214698,3
